scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,resource,unitBeatNo
SymphoneaM1,FullScore,page1,1,bar0,0,12,4,100,4,0,0,600,600,1,2,3,30,68,100,100,1,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,1
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,1,600,600,1200,3,2,5,68,123,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,3
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,2,1200,600,1800,5,2,7,123,178,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,5
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,3,1800,600,2400,7,2,9,178,233,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,7
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,4,2400,600,3000,9,2,11,233,288,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,9
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,5,3000,600,3600,11,2,13,288,343,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,11
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,6,3600,600,4200,13,2,15,343,398,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,13
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,7,4200,600,4800,15,2,17,398,453,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,15
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,8,4800,600,5400,17,2,19,453,508,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,17
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,9,5400,600,6000,19,2,21,508,563,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,19
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,10,6000,600,6600,21,2,23,563,618,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,21
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,11,6600,600,7200,23,2,25,618,673,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,23
SymphoneaM1,FullScore,page1,1,bar1,1,12,4,100,4,12,7200,600,7800,25,2,27,673,728,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaM1_FullScore_page1,25
