scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,resource,unitBeatNo
SymphoneaT,AV,page2,2,bar1,1,12,4,100,4,12,7200,600,7800,25,2,27,30,68,100,100,1,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,25
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,13,7800,600,8400,27,2,29,68,123,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,27
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,14,8400,600,9000,29,2,31,123,178,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,29
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,15,9000,600,9600,31,2,33,178,233,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,31
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,16,9600,600,10200,33,2,35,233,288,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,33
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,17,10200,600,10800,35,2,37,288,343,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,35
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,18,10800,600,11400,37,2,39,343,398,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,37
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,19,11400,600,12000,39,2,41,398,453,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,39
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,20,12000,600,12600,41,2,43,453,508,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,41
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,21,12600,600,13200,43,2,45,508,563,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,43
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,22,13200,600,13800,45,2,47,563,618,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,45
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,23,13800,600,14400,47,2,49,618,673,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,47
SymphoneaT,AV,page2,2,bar2,2,12,4,100,4,24,14400,600,15000,49,2,51,673,728,100,100,0,/System/Volumes/Data/MyHome/Music/scoreExport/Symphonea/export/SymphoneaT_AV_page2,49
